customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
sdv-id-SBWNAV,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.07,569.425,No
sdv-id-fAJZhR,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,73.14,1546.23,Yes
sdv-id-nKhSAz,Female,0,No,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.1,3020.974,No
sdv-id-SlvbKK,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),45.56,2456.534,No
sdv-id-kcioaD,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.32,5253.405,Yes
sdv-id-duHHzz,Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,42.2,706.446,No
sdv-id-UHqDuN,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.55,666.815,No
sdv-id-tjzadt,Male,0,No,No,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,36.25,110.256,No
sdv-id-gZEeil,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),96.24,4854.368,No
sdv-id-QusyqK,Male,0,No,No,52,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49.58,2023.458,No
sdv-id-HYcaGe,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.46,208.025,Yes
sdv-id-tYFQHk,Male,0,No,No,24,No,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,43.55,1778.342,No
sdv-id-skCXOu,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.56,1923.824,No
sdv-id-uAKVfI,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.0,639.4,No
sdv-id-OFIOWk,Female,1,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),22.42,2347.492,No
sdv-id-ttHfEK,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.59,1474.17,No
sdv-id-tZixom,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.77,1573.461,No
sdv-id-sxNsXN,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.69,18.8,No
sdv-id-eRMwgO,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.69,116.55,No
sdv-id-FBikye,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.44,678.754,No
sdv-id-zwybIR,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),69.26,4507.187,No
sdv-id-pOIDjj,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),103.54,6818.471,No
sdv-id-CivRUO,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),90.62,5715.737,Yes
sdv-id-FBXddh,Male,0,Yes,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.99,1212.815,No
sdv-id-SFhviy,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.34,595.498,No
sdv-id-KOFVsT,Female,0,No,Yes,49,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.58,144.055,No
sdv-id-vZZLTX,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),80.02,5548.254,No
sdv-id-NXvyNF,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.42,6823.686,No
sdv-id-PfbTgM,Male,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,280.533,No
sdv-id-wMfIVf,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),73.51,927.17,No
sdv-id-sWFFWi,Male,0,No,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,42.1,2642.22,No
sdv-id-WNUwve,Male,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,41.62,18.8,No
sdv-id-SrsMEY,Male,1,No,No,50,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),43.52,1365.833,No
sdv-id-JeVutB,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.28,236.544,No
sdv-id-bskwnO,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.13,376.282,Yes
sdv-id-YnwNdm,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.02,1534.335,No
sdv-id-QaZelV,Male,0,No,No,1,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.62,1226.855,No
sdv-id-ggNvKQ,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.34,711.424,No
sdv-id-mdpsWB,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.78,565.438,No
sdv-id-QcjzKu,Female,0,No,Yes,29,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,29.08,854.024,No
sdv-id-lzaoYX,Female,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),63.12,1711.004,No
sdv-id-Aqddbm,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),77.29,4494.045,No
sdv-id-tlmZNj,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.66,2465.704,Yes
sdv-id-jIhFWT,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,108.74,7212.337,No
sdv-id-bsbdFu,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.65,188.622,No
sdv-id-WIaMXB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,107.2,2148.42,Yes
sdv-id-jguOyM,Male,0,No,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72.74,2388.114,No
sdv-id-skFQUI,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.75,268.256,Yes
sdv-id-bWbHWI,Male,1,No,No,11,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,60.0,160.668,Yes
sdv-id-vUAKZw,Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,75.68,1553.521,No
sdv-id-cwxmJd,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,74.54,18.96,Yes
sdv-id-yBYkrT,Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),75.28,5094.505,No
sdv-id-YaITWN,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.14,2658.75,No
sdv-id-AwmMVL,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.13,18.8,No
sdv-id-OBmzGq,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.13,2441.881,No
sdv-id-okbUKH,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.86,520.311,No
sdv-id-UuvDNo,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.75,215.776,No
sdv-id-QJsfOs,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.85,1387.058,Yes
sdv-id-YGeUHM,Male,0,No,Yes,1,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,30.05,154.329,Yes
sdv-id-NIspUM,Male,0,No,No,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,41.03,143.055,No
sdv-id-BaWAQA,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.81,87.923,Yes
sdv-id-inrbnV,Male,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.94,18.8,No
sdv-id-BVoRQo,Female,0,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.72,196.662,No
sdv-id-csOzUJ,Male,1,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.39,887.835,No
sdv-id-HlHzwM,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,44.62,228.521,Yes
sdv-id-tEgJXW,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.38,2003.494,No
sdv-id-gWhJJz,Male,1,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.5,18.8,No
sdv-id-BwrOeN,Male,1,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),76.32,7049.214,No
sdv-id-LIAWET,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.08,165.794,No
sdv-id-iqWofN,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.37,241.326,No
sdv-id-uSKVJj,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.17,3795.847,No
sdv-id-GiLSBz,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.34,175.831,Yes
sdv-id-GaznFR,Female,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.63,6288.63,No
sdv-id-fruHBh,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),69.64,4367.495,No
sdv-id-QsClFx,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.38,4412.787,No
sdv-id-EVCeqw,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),48.26,1005.588,No
sdv-id-BVgqfs,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.58,2304.587,Yes
sdv-id-dhpcgu,Female,1,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),75.67,6551.961,No
sdv-id-CJFbcE,Female,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.29,5797.969,Yes
sdv-id-Wnmtpr,Male,0,Yes,Yes,59,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,44.75,645.394,No
sdv-id-LcrbPq,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,28.27,1734.652,No
sdv-id-JCMJpm,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.83,18.8,No
sdv-id-lejJPm,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.71,1500.033,Yes
sdv-id-BkCpHM,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.56,2050.632,Yes
sdv-id-hMtXGe,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.25,4153.131,No
sdv-id-nvYvph,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.22,1240.136,No
sdv-id-DwqAtB,Male,1,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.52,3072.726,Yes
sdv-id-vHSODw,Male,0,No,No,46,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,42.15,18.8,No
sdv-id-jZGDye,Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,63.33,5328.693,No
sdv-id-DFoZIa,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.27,5268.028,No
sdv-id-Ltdocj,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,83.53,5658.112,No
sdv-id-mrXhjc,Male,0,No,No,20,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),39.05,139.186,No
sdv-id-gqhcem,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.54,529.028,No
sdv-id-WLUufB,Male,0,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.28,29.323,No
sdv-id-tJUhrL,Male,0,No,No,52,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),53.81,918.068,No
sdv-id-WBKTtJ,Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,535.641,No
sdv-id-WxwRkV,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.39,565.318,No
sdv-id-IuoHty,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.04,607.545,No
sdv-id-idOHGF,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.8,18.8,Yes
sdv-id-hGSqEN,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.12,96.863,Yes
sdv-id-BeQHRj,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.68,116.499,Yes
sdv-id-DubSBa,Male,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),46.91,94.341,No
sdv-id-nUhmSW,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.7,335.61,No
sdv-id-AzGetP,Female,0,Yes,No,22,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),45.82,2814.63,No
sdv-id-PiUKOy,Female,0,No,No,45,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.36,66.11,No
sdv-id-BDnpzk,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.89,18.8,No
sdv-id-agkrfv,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.17,116.835,No
sdv-id-FdxhUZ,Female,1,No,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,292.05,No
sdv-id-pFtbFD,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.58,234.775,No
sdv-id-ShfHqw,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),100.56,5122.996,No
sdv-id-IVVgpW,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.99,1034.296,No
sdv-id-idJAJk,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.29,7332.616,No
sdv-id-cQFFHJ,Female,1,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.92,177.316,Yes
sdv-id-hTJcsN,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.62,18.8,No
sdv-id-jHPZUU,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.99,301.566,No
sdv-id-oxYgnl,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.18,516.029,No
sdv-id-ABiJig,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,80.9,1382.506,No
sdv-id-EOczmq,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.16,5416.091,Yes
sdv-id-fsZmYY,Female,0,No,Yes,67,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,85.89,1102.405,No
sdv-id-bdWTHD,Male,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.67,100.23,Yes
sdv-id-DmrKob,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.51,265.849,No
sdv-id-ZulZjL,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),96.84,4271.306,No
sdv-id-tnpvfD,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.0,4869.824,No
sdv-id-tlDBMu,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.15,67.535,Yes
sdv-id-WuTHQA,Male,1,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),91.83,5859.512,Yes
sdv-id-HOfjob,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.33,93.199,No
sdv-id-DLVWCY,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.67,4394.322,No
sdv-id-eAzhpF,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.81,111.095,Yes
sdv-id-spClrQ,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.55,5128.826,No
sdv-id-BbfTNl,Male,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.92,2064.883,No
sdv-id-cAdhmG,Male,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.45,132.488,Yes
sdv-id-mCqakd,Male,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.48,770.342,No
sdv-id-GQNLrA,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),31.03,2461.267,No
sdv-id-VFZHPp,Female,0,No,No,4,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),48.08,2109.92,No
sdv-id-ZhcWGj,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,43.49,18.8,No
sdv-id-uYmdOp,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.42,2744.004,No
sdv-id-iiAkFj,Female,1,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.28,6684.929,Yes
sdv-id-oQLtAP,Male,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,103.29,3745.092,No
sdv-id-tvONMA,Male,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,61.73,1539.592,No
sdv-id-QStVXn,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.45,1485.453,Yes
sdv-id-voqAgm,Male,0,No,No,44,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),38.44,1356.587,No
sdv-id-XvRzMl,Female,0,Yes,No,55,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),47.33,85.639,No
sdv-id-xOuHBj,Female,0,No,No,4,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.16,255.016,No
sdv-id-SNyvHl,Male,0,No,No,37,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,71.36,1605.207,No
sdv-id-bLltku,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),74.62,5592.863,No
sdv-id-eQDhym,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.33,6016.481,No
sdv-id-CxlVPE,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.02,772.011,No
sdv-id-YJGMKI,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.66,7222.477,No
sdv-id-vSHJlZ,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.26,610.853,No
sdv-id-mvhIws,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.24,1287.253,No
sdv-id-SgyWaB,Male,1,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.65,3143.219,No
sdv-id-giZqWc,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),20.23,6769.797,No
sdv-id-KaprCW,Male,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.49,604.102,No
sdv-id-dDaQXn,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.42,1356.976,No
sdv-id-CTRuus,Female,0,No,No,40,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,19.75,18.8,No
sdv-id-pelyRj,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.7,997.602,No
sdv-id-mMCkmr,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,53.657,No
sdv-id-IffDgd,Male,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),93.86,1476.379,No
sdv-id-oFGvPC,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.71,430.044,No
sdv-id-oOZCPK,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.02,2211.245,Yes
sdv-id-vTwubZ,Female,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),95.54,5081.451,No
sdv-id-UoBjex,Male,0,No,No,50,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,76.06,2783.0,No
sdv-id-WvXyzz,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.23,2714.44,No
