customerID,gender,SeniorCitizen,Partner,Dependents,Antiguedad,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Prediccion_Modelo,Crush Rate
sdv-id-MTtEbE,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,21.15,2047.987,1,0.5684338066197969
sdv-id-RhmqTQ,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.31,429.348,1,0.5640734480285197
sdv-id-AOjHce,Male,0,Yes,Yes,46,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.37,1106.254,0,0.4066763543075566
sdv-id-RJJnzd,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.04,2918.483,1,0.5321167946301546
sdv-id-QAbmFH,Male,1,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.81,226.013,1,0.6797279306942225
sdv-id-DUQCej,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.6,18.8,1,0.5439465245868896
sdv-id-poFISg,Female,0,No,Yes,60,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,83.41,3843.061,0,0.3746816012159387
sdv-id-YSHPnL,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.14,148.661,1,0.7250188029745536
sdv-id-GGhayW,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.72,737.815,0,0.3847504915942972
sdv-id-FNGwcH,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.7,6174.196,1,0.6524758328815385
sdv-id-OpqjIj,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.66,5440.522,0,0.36955139425657246
sdv-id-dfeUPy,Male,0,No,No,69,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.52,8024.974,0,0.39326101353102305
sdv-id-QUfnhF,Female,0,No,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.15,1159.35,0,0.2637816352674736
sdv-id-RfeztE,Female,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,31.34,67.956,1,0.6494983347771643
sdv-id-ClYVoV,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.44,18.8,0,0.2663191732543388
sdv-id-cnEwLT,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.26,779.173,0,0.42051382063550163
sdv-id-lJOwLG,Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.29,65.052,1,0.7160590522325454
sdv-id-wUGGBg,Male,0,Yes,Yes,44,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,25.91,2762.611,0,0.4028137642323804
sdv-id-GWSTbh,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.33,1047.173,0,0.2835379414664957
sdv-id-keBFHT,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,94.95,7819.334,0,0.3220351447818856
sdv-id-AdPWYl,Female,1,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,27.25,126.395,1,0.5618754109688505
sdv-id-ghLSqy,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.86,1039.224,0,0.21240259255624855
sdv-id-vQRWpc,Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,73.52,6908.205,1,0.6131193773200618
sdv-id-iOuHMc,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.04,101.865,1,0.5417513056706507
sdv-id-vQrlSs,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.62,1934.876,0,0.20913076954557772
sdv-id-VVZkkr,Male,1,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,42.85,18.8,1,0.6688535117796215
sdv-id-cPEPIV,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.51,3729.727,1,0.5438468023861722
sdv-id-hExstT,Female,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.24,379.899,1,0.5285704117746578
sdv-id-MVsuKD,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.79,146.918,1,0.5391740549458036
sdv-id-ARmqph,Female,1,No,No,44,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.16,5700.633,1,0.5145192276638751
sdv-id-LnKKgp,Female,0,No,No,31,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,19.8,61.396,0,0.4913817718193934
sdv-id-FReYoM,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.34,187.278,1,0.6789543430302295
sdv-id-lzahFd,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.5,975.741,1,0.5773268619223838
sdv-id-EXkXeI,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,65.55,7006.844,0,0.43246502869043335
sdv-id-SJIiME,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,266.423,0,0.32547360890400123
sdv-id-ALfPhH,Female,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.94,1197.357,0,0.29069449760829696
sdv-id-pjhkPY,Male,1,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.01,176.727,1,0.6785566359401187
sdv-id-ElSiRc,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),45.36,1453.959,0,0.45782645858851045
sdv-id-LFGBFQ,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,88.76,7357.965,0,0.33715019943018865
sdv-id-NPzLhn,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.04,18.8,1,0.6917390423004208
sdv-id-tIGHMM,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.44,6692.152,0,0.4764330513613604
sdv-id-aWQNmp,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.24,1002.102,1,0.5620362348103407
sdv-id-LZcagm,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.67,262.063,1,0.7244332967887069
sdv-id-BybYrI,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,104.53,3555.573,0,0.44342056820031234
sdv-id-IbvLWB,Male,0,Yes,Yes,51,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.23,1034.603,0,0.3715248126274855
sdv-id-XNwQGX,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.55,4340.507,0,0.45620789037956566
sdv-id-yucUMD,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.83,758.092,0,0.34706276723767077
sdv-id-BwfqzQ,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,103.88,4124.577,1,0.5004334483704191
sdv-id-DHzvvT,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.97,1430.105,1,0.6785081992328678
sdv-id-Aytxwo,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71.1,1075.488,1,0.5976470494541081
sdv-id-aoKcKh,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.64,2469.816,1,0.5914878519676934
sdv-id-jbxBaq,Female,1,Yes,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.55,4998.101,1,0.5341322271546087
sdv-id-BybWTb,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.57,18.8,1,0.5264682065680493
sdv-id-TKeLai,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.59,259.146,0,0.30049043148291876
sdv-id-aLtBtp,Male,0,No,No,26,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.13,1104.303,1,0.5767670077276478
sdv-id-pGOVFu,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,47.44,78.607,1,0.6887518104866233
sdv-id-vcqPHC,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,110.68,6281.507,0,0.4652327832952776
sdv-id-BybhlQ,Male,0,No,Yes,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.39,31.759,1,0.6740795576945268
sdv-id-Jbslbc,Female,0,No,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),37.48,2930.844,0,0.3131621514925023
sdv-id-DskyHb,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,903.704,1,0.5490531196840334
sdv-id-iWWJAj,Male,1,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.32,3517.048,1,0.5909115769733069
sdv-id-smvmXm,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.03,5316.751,0,0.42205588987892084
sdv-id-afefBB,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.84,7819.277,0,0.28136924512819944
sdv-id-DSNltM,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.38,40.685,1,0.5518666666706609
sdv-id-VKKNky,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.2,4263.862,1,0.736725967846719
sdv-id-kXaSzy,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.89,18.8,0,0.43512812126811573
sdv-id-vTbJFH,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.03,1120.742,1,0.6575001499172287
sdv-id-nnhOar,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.58,402.716,1,0.5733957321249991
sdv-id-KwsOCt,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,74.38,4391.151,1,0.5040308080857415
sdv-id-RcPjYD,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.83,78.84,0,0.3530961501706484
sdv-id-tUyqQC,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.92,4032.39,0,0.4352911236015579
sdv-id-rjQjJf,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.07,114.178,1,0.5175909245966392
sdv-id-doviSV,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.21,5190.802,0,0.2771783253953158
sdv-id-wKznGv,Female,1,No,No,56,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.37,4092.106,0,0.3998007752766129
sdv-id-kvjnOl,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.13,1708.375,0,0.18562864992960293
sdv-id-qYhcgP,Male,0,No,No,45,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,46.33,2180.784,0,0.44296613393334183
sdv-id-GuHAgC,Male,0,No,No,5,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.25,18.8,1,0.7095292248783701
sdv-id-Hvjdgw,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.05,3826.0,0,0.3150819014447581
sdv-id-zGnLCc,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.0,1752.559,1,0.5885134929627347
sdv-id-aCqEcw,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,864.873,1,0.6635701421006265
sdv-id-OVNpJj,Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.02,6065.739,1,0.5485130908835136
sdv-id-RNxEch,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,100.84,5416.687,1,0.7008978993381368
sdv-id-hseHMW,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.47,333.532,1,0.5490016230552061
sdv-id-PGTvCk,Female,1,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.23,7972.297,0,0.2884573163351517
sdv-id-sodvdm,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.58,105.294,1,0.7028587626783703
sdv-id-tUYnOH,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.19,5712.728,1,0.6587071303650402
sdv-id-jSDjtG,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.61,101.327,0,0.20085892129068234
sdv-id-dBmyxK,Male,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.89,1449.184,0,0.4372955124163067
sdv-id-vRSmTC,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.06,7142.013,0,0.3551615459530044
sdv-id-gHsJhj,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.22,1625.275,1,0.714661189603891
sdv-id-eiFNZe,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.39,7178.283,0,0.3956530514511731
sdv-id-kQrzdi,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.39,629.22,0,0.3416246888756975
sdv-id-yGCAiO,Male,0,Yes,No,12,No,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,41.06,1345.988,1,0.5890146733173346
sdv-id-iCTdxW,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.9,6438.993,0,0.2670406153082108
sdv-id-pooVAV,Female,1,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.33,2185.285,0,0.4936132159349033
sdv-id-KGEXTE,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,33.41,1243.929,1,0.6499739339333325
sdv-id-lVdDKK,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.54,100.345,1,0.5357417813438597
sdv-id-YrZcns,Male,0,No,Yes,5,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.58,1006.535,1,0.6332047127991219
sdv-id-jraXqJ,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.83,378.962,0,0.35210870327606847
sdv-id-jbJCIZ,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),20.52,6561.703,0,0.2578777499946589
sdv-id-mbPXEM,Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.78,192.38,1,0.6825043392386922
sdv-id-xadUpW,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.87,81.662,1,0.5895573847071346
sdv-id-gPQyBL,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.32,170.643,1,0.5569484435915674
sdv-id-bOgEIR,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.47,286.582,1,0.7136525444826071
sdv-id-xencop,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.39,6185.319,1,0.6333161344235613
sdv-id-fwlXHj,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.73,997.225,1,0.6240055317497933
sdv-id-rvWJyp,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,107.24,7277.07,0,0.4966727994090724
sdv-id-VFCKwr,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.22,7721.52,0,0.2742340725588396
sdv-id-SerBrz,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.4,1126.177,1,0.5174495546460156
sdv-id-UWooFm,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,95.02,1726.301,1,0.6909488806608765
sdv-id-EhOXyS,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.21,3829.912,1,0.6924011232187185
sdv-id-usXILp,Female,0,No,No,42,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,46.75,1012.069,0,0.472498843603471
sdv-id-uBagsM,Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.5,203.264,1,0.7393156411565179
sdv-id-gcxMBZ,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.2,636.091,1,0.6887159205950669
sdv-id-fyJcXJ,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.54,2790.681,1,0.5101282960104895
sdv-id-CFfmio,Male,0,No,Yes,62,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,54.57,3041.893,0,0.33053345043202953
sdv-id-QbTPcX,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.01,157.432,1,0.6017161463633959
sdv-id-nfqBwT,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.88,1496.011,1,0.5192762694430877
sdv-id-MefpUr,Male,1,Yes,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.91,3823.464,1,0.6259757324092126
sdv-id-MgtGXG,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,104.62,1,0.6181224432501569
sdv-id-embFtd,Female,0,No,No,53,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),33.25,499.742,0,0.3815741216836219
sdv-id-jxIDND,Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1648.335,1,0.6634700925879868
sdv-id-lLlSIs,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,578.796,0,0.23418521631012457
sdv-id-UPJGUZ,Male,0,No,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.83,1840.271,1,0.6888114709723447
sdv-id-MWhnWt,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,2157.798,0,0.22124654113682515
sdv-id-NiTpYU,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),48.23,6056.928,0,0.2632386188859345
sdv-id-wcDZpC,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),70.16,3955.656,0,0.38351926348383975
sdv-id-WqJvVk,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,71.44,579.19,0,0.3387403644242005
sdv-id-GMdvqJ,Male,1,No,No,58,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),58.44,1380.109,0,0.42578729190006637
sdv-id-JdYzik,Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.42,143.915,1,0.6038819647165674
sdv-id-RWZedb,Female,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.19,200.924,1,0.6813811295941314
sdv-id-uBYuod,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.59,631.542,1,0.7153535843726482
sdv-id-dixSfJ,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.51,81.639,0,0.3382892194554444
sdv-id-dqPQbO,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.5,579.359,0,0.24493351715501405
sdv-id-pYcbhx,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,600.09,0,0.2260393091254772
sdv-id-KdIRmj,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,6561.795,0,0.20731110519270732
sdv-id-YoXysG,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,99.77,5043.796,0,0.2810064006794218
sdv-id-AWAAGo,Male,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.13,184.017,1,0.6472452565026484
sdv-id-MyTcbe,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.96,644.527,1,0.6383634467696677
sdv-id-unBEXG,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.98,958.888,1,0.5736968367631918
sdv-id-pLCCSY,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.13,4303.956,0,0.46302483062053595
sdv-id-ziBYrz,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.22,356.441,1,0.5654133441055434
sdv-id-CCXvut,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.92,45.704,1,0.708272001470029
sdv-id-taioNN,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.87,151.451,1,0.7195384409892769
sdv-id-KUGsPn,Male,0,Yes,Yes,36,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),50.33,5678.946,0,0.4542266226740814
sdv-id-admyNT,Female,0,No,No,15,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.49,910.741,1,0.6216872599186095
sdv-id-YKZqaC,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.98,7065.614,0,0.28477229874023413
