customerID,gender,SeniorCitizen,Partner,Dependents,Antiguedad,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Probabilidad_%,Prevision,Accion_Recomendada,Nivel_Gasto
sdv-id-VZZgWP,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.71,608.356,82.3,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-ZHxbGl,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.47,1710.757,19.65,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-eubQOu,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.47,885.68,65.43,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-aygnPJ,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,125.027,18.93,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-eeJSAu,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,82.55,645.932,63.26,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-nYHTXX,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.71,6872.768,47.41,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-AvaDsB,Female,0,No,No,40,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.22,921.163,43.09,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-Sqpwub,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),44.04,1429.279,32.32,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-nKAWwH,Male,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.27,3681.167,64.16,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-tXhFAz,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.62,7193.138,40.38,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-yjedzb,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.79,1436.869,22.09,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-jlHOIv,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.49,750.75,55.25,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-yCvGNb,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),53.17,1262.199,49.49,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-CDntcN,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.23,8356.559,39.89,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-zzqrMo,Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.14,4976.023,53.62,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-jIeGlm,Male,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.43,6717.87,58.74,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-RAeTVq,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.86,18.8,41.36,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-LXwIFi,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.76,18.8,42.6,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-NZeUtv,Female,1,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.08,837.879,73.79,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-deWgDZ,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.07,2782.797,36.16,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-CKGzFT,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.6,48.063,35.67,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-jhUTLa,Male,0,Yes,Yes,34,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.5,91.984,31.38,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-EVoveK,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.26,8313.354,29.64,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-ciNuiL,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.58,1757.929,46.26,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-KnWwWf,Female,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.91,267.674,79.84,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-HCGlFs,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.35,140.43,76.3,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-DIdHrD,Male,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),77.43,7634.312,45.04,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-ngNfwW,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,2140.567,18.46,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-QEqpXJ,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),97.15,6749.329,39.83,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-EzClNi,Female,1,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.34,249.606,71.86,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual. Ofrece un descuento 20% si se pasa al plan anual y un servicio gratis.,ALTO
sdv-id-hCaQXk,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),39.75,4706.949,23.75,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-jGmtKH,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,103.66,149.77,84.23,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-PpxalF,Female,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),84.19,4081.082,36.64,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-UYwoLC,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.79,1365.499,49.83,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-Qqfncn,Male,1,Yes,Yes,28,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,79.19,270.539,70.09,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-yKPplx,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.24,622.022,78.33,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-pZUjmB,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.57,454.885,18.18,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-DUFkPU,Female,1,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.13,1668.953,69.88,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-sGGqgK,Male,1,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.49,33.808,81.79,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-jmHAnA,Male,1,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),41.85,1538.618,46.95,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-LsUXsK,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,61.774,32.37,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-VXLYJd,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.59,311.679,63.37,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-DzpCUu,Male,0,No,Yes,4,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.76,1927.886,46.78,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-aVTcvH,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.27,1433.529,21.15,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-xNTmaH,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.96,416.715,20.19,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-IPdKyQ,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),47.3,2089.171,27.24,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-INaEmG,Female,0,No,Yes,33,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.03,1571.481,50.99,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-LHwIsO,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.81,626.412,64.63,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-oozbGb,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.68,19.873,37.76,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-vQeJXt,Female,1,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.03,123.371,77.69,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-CFPamI,Male,1,No,No,36,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.31,4042.056,51.54,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-zOhqdD,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.94,321.674,21.23,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-PoTjYs,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.95,18.8,24.36,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-YKTgBR,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.24,6797.509,56.94,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-BwpmIW,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.9,2157.03,50.63,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-Kitnwa,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,202.486,24.9,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-BgQnNC,Female,0,No,No,4,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.8,1599.238,52.55,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-uQDxbs,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.55,3664.661,36.63,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-oLTvrW,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.26,966.103,17.6,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-KSmAZn,Female,0,Yes,Yes,50,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,48.01,6141.54,24.05,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-skPlTD,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,18.8,43.93,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-ukVdXj,Male,0,No,Yes,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.46,2139.605,44.19,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-SzKLfn,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.92,265.567,28.3,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-gNAKut,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.91,196.707,70.0,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-WGIktZ,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,69.2,3546.089,34.04,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,MEDIO
sdv-id-TmGUvx,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.33,269.091,68.65,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-SQVXNK,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.66,34.41,31.58,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-dviPFY,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.38,290.958,70.31,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-eLkIpC,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.28,873.865,26.62,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-XCSFIM,Female,1,No,Yes,2,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,30.93,761.091,62.75,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,MEDIO
sdv-id-RpgeoI,Female,0,No,Yes,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.85,1770.013,45.49,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-OZiuja,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.65,1793.507,16.46,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-ejWWVm,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.68,35.934,37.56,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-siuWYM,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.63,37.423,31.85,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-uJwBSo,Female,1,No,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),38.58,146.363,59.77,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-ULSKfI,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.56,1101.506,52.57,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
sdv-id-aYyjGe,Male,0,No,No,13,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.15,3875.127,43.96,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,MEDIO
sdv-id-IokLVr,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.97,1448.601,13.79,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-YwaElR,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.09,174.232,29.73,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,ALTO
sdv-id-AphAhY,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.34,6855.128,33.31,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-WCiiSw,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,95.97,6854.431,36.86,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-xYXPZB,Male,1,Yes,No,22,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),40.8,107.02,65.83,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-HVbsRv,Female,1,No,No,4,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,29.4,489.157,66.77,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual. Ofrece un descuento 20% si se pasa al plan anual y un servicio gratis.,ALTO
sdv-id-WREBXw,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.57,2381.835,15.92,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-wBZeAk,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.52,18.8,36.75,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y no tiene contrato anual.,BAJO
sdv-id-tamYkh,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.47,2068.95,12.34,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,BAJO
sdv-id-efMirp,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.77,7224.393,39.49,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-MwlimZ,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.4,1608.641,13.85,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es bajo y tiene contrato anual.,ALTO
sdv-id-eBbdmZ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.43,7312.727,32.23,0,Acción:  El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y tiene contrato anual.,ALTO
sdv-id-PBYWoL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.79,5727.883,48.04,0,Acción: El cliente tiene BAJO riesgo de irse. Su pago mensual es alto y no tiene contrato anual.,ALTO
sdv-id-qjYnLc,Female,1,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.81,7945.337,60.14,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y tiene contrato anual. Ofrece un descuento 30% y un servicio gratis.,ALTO
sdv-id-ctaqul,Male,1,No,No,41,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.02,572.772,65.73,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,MEDIO
sdv-id-dUNXmp,Male,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.98,1195.683,57.76,1,Acción: El cliente tiene ALTO riesgo de irse. Su pago mensual es alto y no tiene contrato anual. Ofrece un descuento 30% si se pasa al plan anual.,ALTO
